,Unnamed: 0,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline
4457,4456,29917,Exam,2009-06-19,"['Thriller', 'Mystery']",English,6.7,1806.0,19.82,The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,600000.0,['Bedlam Productions'],394717.0,101.0,How far would you go to win the ultimate job?
4459,4458,55931,The Animatrix,2003-05-09,"['Animation', 'Science Fiction']",English,7.2,1381.0,19.813,"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated.",5000000.0,"['Silver Pictures', 'Madhouse', 'Warner Bros. Pictures', 'Digital Network Animation', 'STUDIO4℃']",0.0,102.0,Free your mind.
4460,4459,13151,Scooby-Doo on Zombie Island,1998-09-23,"['Animation', 'Mystery', 'Family', 'Horror']",English,7.7,644.0,19.806,"After going their separate ways, Scooby-Doo, Shaggy, Velma, Daphne, and Fred reunite to investigate the ghost of Moonscar the pirate on a haunted bayou island, but it turns out the swashbuckler's spirit isn't the only creepy character on the island. The sleuths also meet up with cat creatures and zombies... and it looks like for the first time in their lives, these ghouls might actually be real.",0.0,"['Hanna-Barbera Productions', 'Warner Bros. Family Entertainment']",0.0,77.0,"This time, the monsters are real!"
4461,4460,758769,Unwelcome,2023-01-27,['Horror'],English,6.0,45.0,19.804,"Londoners Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent, murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden. When heavily pregnant Maya’s relationship with a local family turns sour, who – or what – will come to her rescue and what extremes will she go to to protect her unborn child?",0.0,"['Automatik Entertainment', 'Tempo Productions', 'Ingenious Media']",0.0,104.0,Break a promise. Pay the price.
4462,4461,403119,47 Meters Down,2017-05-25,"['Horror', 'Thriller', 'Adventure']",English,5.8,2510.0,19.802,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",5500000.0,"['Lantica Media', 'Flexibon Films', 'Dragon Root Securities', 'Altitude Film Sales', 'Dimension Films', 'Entertainment Studios Motion Pictures', 'Tea Shop & Film Company', 'The Fyzz']",62198461.0,89.0,No way out. No way up. No chance in hell.
4463,4462,19288,Leprechaun: Back 2 tha Hood,2003-12-30,"['Horror', 'Comedy']",English,5.1,158.0,19.801,"When Emily Woodrow and her friends happen on a treasure chest full of gold coins, they fail to to heed the warnings of a wise old psychic who had foretold that they would encounter trouble with a very nasty and protective Leprechaun.",0.0,['Lionsgate'],0.0,90.0,Evil has a whole new rap!
4464,4463,940417,Sadako DX,2022-07-30,"['Horror', 'Mystery']",Japanese,3.9,11.0,19.799,Ayaka Ichijo is a graduate student with an IQ of 200 who tries to investigate the strange deaths happening nationwide after people supposedly watched a cursed video and her younger sister also did the same out of curiosity.,0.0,['KADOKAWA'],2352175.0,100.0,This curse mutates and spreads.
4466,4465,9767,The Break-Up,2006-06-01,"['Romance', 'Comedy']",English,5.9,2455.0,19.798,"Pushed to the breaking-up point after their latest 'why can't you do this one little thing for me?' argument, Brooke calls it quits with her boyfriend Gary. What follows is a hilarious series of remedies, war tactics, overtures and undermining tricks – all encouraged by the former couple's friends and confidantes …and the occasional total stranger! When neither ex is willing to move out of their shared apartment, the only solution is to continue living as hostile roommates until one of them reaches breaking point.",52000000.0,"['Universal Pictures', 'Mosaic Media Group', 'Wild West Picture Show Productions']",205668210.0,106.0,…pick a side.
4468,4467,826,The Bridge on the River Kwai,1957-10-11,"['Drama', 'History', 'War']",English,7.8,1787.0,19.789,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson , the commander who supervised the bridge's construction, has acquired a sense of pride in his creation and tries to foil their plans.",3000000.0,"['Horizon Pictures', 'Columbia Pictures']",44908000.0,161.0,It spans a whole new world of entertainment!
4469,4468,995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,"['Animation', 'Family', 'Adventure', 'Fantasy']",English,8.4,343.0,19.783,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy’s search for home.",0.0,"['NoneMore Productions', 'Bad Robot', 'BBC']",0.0,34.0,"A journey, in search of home."
4470,4469,734253,Adipurush,2023-06-15,"['Action', 'Fantasy', 'Adventure']",Hindi,0.0,0.0,19.779,"7000 years ago, Ayodhya's king Raghava travels to the island of Lanka with an aim to rescue his wife Janaki, who has been abducted by Lankesh, the king of Lanka.",63000000.0,"['Retrophiles', 'T-Series', 'AA Films']",0.0,179.0,Celebrating Victory Of Goood Over Evil
4472,4471,10294,Vacancy,2007-04-20,"['Horror', 'Thriller']",English,6.2,1265.0,19.774,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",19000000.0,"['Screen Gems', 'Hal Lieberman Company']",35300645.0,85.0,Once you've checked in... The terror begins.
4475,4474,682254,Scooby-Doo! The Sword and the Scoob,2021-02-24,"['Animation', 'Comedy', 'Family', 'Mystery', 'Adventure', 'Fantasy']",English,7.7,172.0,19.768,"An evil sorceress transports the gang back to the age of chivalrous knights, spell-casting wizards, and fire-breathing dragons.",0.0,['Warner Bros. Animation'],0.0,72.0,"Mystery, Inc. is back!"
4476,4475,3090,The Treasure of the Sierra Madre,1948-01-15,"['Adventure', 'Drama', 'Western']",English,8.0,1024.0,19.768,"Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.",3800000.0,['Warner Bros. Pictures'],4307000.0,126.0,"The nearer they get to their treasure, the farther they get from the law."
4477,4476,4141,Shoot 'Em Up,2007-07-26,"['Action', 'Thriller', 'Comedy', 'Crime']",English,6.4,1662.0,19.767,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",39000000.0,"['New Line Cinema', 'Angry Films']",26820641.0,86.0,Just another family man making a living.
4478,4477,10234,Funny Games,1997-09-11,"['Drama', 'Horror', 'Thriller']",German,7.3,1563.0,19.765,"Two psychotic young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",0.0,"['wega film vienna', 'Filmfonds Wien', 'ORF']",0.0,109.0,A nightmare.
4479,4478,651,M*A*S*H,1970-02-18,"['Comedy', 'Drama', 'War']",English,7.0,885.0,19.763,The staff of a Korean War field hospital use humor and hijinks to keep their sanity in the face of the horror of war.,3500000.0,"['Aspen Productions (I)', 'Ingo Preminger Productions', '20th Century Fox']",81600000.0,116.0,M*A*S*H Gives A D*A*M*N.
4480,4479,16219,Gladiator,1992-03-06,"['Action', 'Drama']",English,7.6,274.0,19.762,"Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.",0.0,"['Price Entertainment', 'Columbia Pictures']",900000.0,101.0,Nobody owns Tommy Riley. Nobody.
4481,4480,10380,An American Tail: Fievel Goes West,1991-11-21,"['Adventure', 'Animation', 'Family', 'Western']",English,6.3,642.0,19.762,"Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan.",0.0,"['Amblin Entertainment', 'Universal Pictures', 'Amblimation']",40766041.0,75.0,"Look out pardners, there's a new mouse in town!"
4482,4481,192911,Monster High: Scaris City of Frights,2013-03-03,"['Animation', 'Fantasy']",English,7.7,112.0,19.757,"The Monstruitas of Monster High are obsessed with going to Scaris, The City of Frights for Fashion international competition where the winner will become the apprentice of the world famous Madame Ghostier designer.",0.0,['Mattel Playground Productions'],0.0,61.0,Screams come true in the city of frights!
4483,4482,11199,Wild Hogs,2007-03-02,"['Action', 'Adventure', 'Comedy']",English,5.9,2069.0,19.753,"Restless and ready for an adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos.",0.0,"['Touchstone Pictures', 'Wild Hogs Productions']",253625427.0,100.0,A lot can happen on the road to nowhere.
4484,4483,46441,Mirrors 2,2010-10-18,"['Horror', 'Mystery', 'Fantasy']",English,5.6,365.0,19.751,"When Max, who is recovering from a traumatic accident, takes a job as a nighttime security guard, he begins to see visions of a young mysterious woman in the store's mirror.",0.0,"['Upload Films', 'Fox 2000 Pictures']",0.0,86.0,Behind the world you know is a darkness you never imagined.
4485,4484,11713,Fist of Fury,1972-03-22,"['Drama', 'Action', 'Thriller']",Chinese,7.3,789.0,19.75,"Chen Chen returns to his former school in Shanghai when he learns that his beloved instructor has been murdered. While investigating the man's death, Chen discovers that a rival Japanese school is operating a drug smuggling ring. To avenge his master’s death, Chen takes on both Chinese and Japanese assassins… and even a towering Russian.",100000.0,['Orange Sky Golden Harvest'],0.0,108.0,Bruce Lee has done the impossible... ...HE'S SURPASSED HIMSELF!!!
4486,4485,10495,The Karate Kid Part III,1989-06-29,"['Action', 'Family', 'Drama', 'Adventure']",English,5.9,1382.0,19.747,"Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.",12500000.0,"['Columbia Pictures', 'Weintraub International Group']",38956288.0,112.0,"First it was teacher to student. Then it was father to son. Now, it's man to man."
4487,4486,8963,Crimson Tide,1995-05-12,"['Thriller', 'Drama', 'Action']",English,7.2,1509.0,19.743,"After the Cold War, a breakaway Russian republic with nuclear warheads becomes a possible worldwide threat. U.S. submarine Capt. Frank Ramsey signs on a relatively green but highly recommended Lt. Cmdr. Ron Hunter to the USS Alabama, which may be the only ship able to stop a possible Armageddon. When Ramsay insists that the Alabama must act aggressively, Hunter, fearing they will start rather than stop a disaster, leads a potential mutiny to stop him.",53000000.0,"['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",157387195.0,116.0,Danger runs deep.
4489,4488,90,Beverly Hills Cop,1984-12-05,"['Action', 'Comedy', 'Crime']",English,7.2,3540.0,19.724,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,14000000.0,"['Paramount', 'Eddie Murphy Productions', 'Don Simpson/Jerry Bruckheimer Films']",316360478.0,105.0,The Heat Is On!
4490,4489,11361,Halloween 5: The Revenge of Michael Myers,1989-10-12,"['Horror', 'Thriller']",English,5.4,1024.0,19.718,"Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health — and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree.",3000000.0,"['Magnum Pictures Inc.', 'Magnum Pictures', 'Return of Myers', 'The Return of Myers', 'Trancas International Films', 'Galaxy International Releasing']",11642254.0,97.0,"Michael Lives, And This Time They're Ready!"
4491,4490,4944,Burn After Reading,2008-09-05,"['Comedy', 'Drama']",English,6.6,4165.0,19.718,"When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees, Linda and Chad, they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo, and those in their orbit.",37000000.0,"['Focus Features', 'Relativity Media', 'Working Title Films', 'Mike Zoss Productions', 'StudioCanal']",163720069.0,96.0,Intelligence is relative.
4492,4491,79218,Ice Age: A Mammoth Christmas,2011-11-24,"['Animation', 'Family', 'TV Movie']",English,6.4,574.0,19.716,"When Sid accidentally destroys Manny's heirloom Christmas rock and ends up on Santa's naughty list, he leads a hilarious quest to the North Pole to make things right and ends up making things much worse. Now it's up to Manny and his prehistoric posse to band together and save Christmas for the entire world!",0.0,"['20th Century Fox Animation', 'Blue Sky Studios', 'Reel FX Creative Studios']",0.0,26.0,Get ready for a chilling fun holiday adventure with the Ice Age herd!
4495,4494,15657,Tarzan II,2005-06-13,"['Adventure', 'Animation', 'Family']",English,6.1,1012.0,19.707,"When one of his missteps puts his family in jeopardy, Tarzan decides they would be better off without him.",0.0,['DisneyToon Studios'],0.0,72.0,The Legend Begins
4497,4496,9955,Blades of Glory,2007-03-30,['Comedy'],English,6.1,1567.0,19.706,"When a much-publicized ice-skating scandal strips them of their gold medals, two world-class athletes skirt their way back onto the ice via a loophole that allows them to compete together as a pairs team.",53000000.0,"['DreamWorks Pictures', 'MTV Films', 'Red Hour', 'Smart Entertainment']",118200000.0,93.0,Kick Some Ice
4498,4497,9292,Hudson Hawk,1991-05-23,"['Action', 'Adventure', 'Comedy']",English,5.7,861.0,19.701,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",65000000.0,"['TriStar Pictures', 'Silver Pictures']",17218080.0,100.0,Danger is his middle name.
4500,4499,449985,Triple Threat,2019-03-19,"['Thriller', 'Action']",English,6.4,500.0,19.694,"A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target.",10000000.0,"['Hamilton Entertainment', 'Kungfuman Culture Media', 'Aurora Alliance Films', 'SC Films Thailand Co.']",0.0,96.0,Like Expendables without retirees!
4501,4500,334,Magnolia,1999-12-10,['Drama'],English,7.7,3140.0,19.693,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",37000000.0,"['Ghoulardi Film Company', 'The Magnolia Project', 'New Line Cinema']",48451803.0,189.0,"Things fall down. People look up. And when it rains, it pours."
4502,4501,201085,Crimson Peak,2015-10-13,"['Horror', 'Romance']",English,6.6,4575.0,19.692,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",55000000.0,"['Double Dare You Productions', 'Legendary Pictures', 'Universal Pictures']",74679822.0,119.0,Love makes monsters of us all.
4503,4502,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",English,6.0,948.0,19.69,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",25000000.0,"['Orange Sky Golden Harvest', 'New Line Cinema', 'Mirage Studios']",78656813.0,88.0,"Cowabunga, it's the new turtle movie."
4504,4503,5123,August Rush,2007-11-21,"['Family', 'Drama', 'Music']",English,7.4,2483.0,19.686,"Lyla and Louis, a singer and a musician, fall in love, but are soon compelled to separate. Lyla is forced to give up her newborn but unknown to her, he grows up to become a musical genius.",25000000.0,"['Warner Bros. Pictures', 'Odyssey Entertainment', 'Southpaw Entertainment']",66122026.0,114.0,An incredible journey moving at the speed of sound.
4508,4507,45269,The King's Speech,2010-11-26,"['Drama', 'History']",English,7.7,7995.0,19.68,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",15000000.0,"['The Weinstein Company', 'UK Film Council', 'Momentum Pictures', 'Aegis Film Fund', 'Molinare Investment', 'FilmNation Entertainment', 'See-Saw Films', 'Bedlam Productions']",414211549.0,118.0,Find your voice.
4509,4508,483980,Z-O-M-B-I-E-S,2018-02-16,"['Music', 'Fantasy', 'Comedy', 'Romance', 'Horror', 'TV Movie']",English,7.3,614.0,19.678,"Two star-crossed freshmen – a zombie, Zed and a cheerleader, Addison – each outsiders in their unique ways, befriend each other and work together to show their high school and the Seabrook community what they can achieve when they embrace their differences.",0.0,"['Princessa Productions', 'Disney Branded Television']",0.0,94.0,"At Seabrook High, it's Zoms vs. Poms"
4510,4509,681260,Maya the Bee: The Golden Orb,2021-01-07,"['Adventure', 'Animation', 'Family']",English,6.5,87.0,19.676,"When Maya, a headstrong little bee, and her best friend Willi, rescue an ant princess they find themselves in the middle of an epic bug battle that will take them to strange new worlds and test their friendship to its limits.",0.0,"['Studio 100 Media', 'Studio B Animation', 'Flying Bark Productions']",0.0,88.0,Everyone's favourite bee is back!
4511,4510,176983,One Piece Film: Z,2012-12-15,"['Animation', 'Fantasy', 'Action', 'Adventure']",Japanese,7.5,447.0,19.672,"Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.",0.0,"['Toei Animation', 'Yasahi-Mation Productions', 'Toei Company']",74223861.0,108.0,The most wanted pirate in history... is about to save the world!
4513,4512,1576,Resident Evil,2002-03-15,"['Horror', 'Action', 'Science Fiction']",English,6.6,5669.0,19.672,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",33000000.0,"['Impact Pictures', 'Davis Films', 'New Legacy Film', 'Constantin Film', 'FFA', 'Filmboard Berlin-Brandenburg (FBB)', 'FFF Bayern']",102984862.0,100.0,A secret experiment. A deadly virus. A fatal mistake.
4514,4513,553,Dogville,2003-05-19,"['Crime', 'Drama', 'Thriller']",English,7.8,2134.0,19.672,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",10000000.0,"['YLE', 'Zentropa Entertainments', 'DR', 'Trollhättan Film', 'Memfis Film', 'France 3 Cinéma', 'Slot Machine', 'Liberator Productions', 'Nederlandse Programma Stichting (NPS)', 'Isabella Films B.V.', 'Pain Unlimited GmbH Filmproduktion', 'Something Else B.V.', 'Sigma Films', 'Zoma Films Ltd.', 'ARTE France Cinéma', 'SVT', 'WDR/Arte', 'Film i Väst', 'Edith Film Oy', 'Invicta Capital', '4 1/2', 'TV 2']",16680836.0,178.0,A quiet little town not far from here.
4515,4514,185341,[REC]⁴ Apocalypse,2014-10-31,"['Thriller', 'Horror']",Spanish,5.6,1007.0,19.671,"Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",3000000.0,"['Filmax', 'Castelao Productions', 'Rec Apocalypse AIE', 'ICAA', 'Canal+ España']",4915757.0,95.0,It’s time to leave.
4517,4516,1656,The Legend of Zorro,2005-10-24,"['Action', 'Adventure', 'Western']",English,6.1,2610.0,19.666,"Having spent the last 10 years fighting injustice and cruelty, Alejandro de la Vega is now facing his greatest challenge: his loving wife Elena has thrown him out of the house!  Elena has filed for divorce and found comfort in the arms of Count Armand, a dashing French aristocrat.  But Alejandro knows something she doesn't: Armand is the evil mastermind behind a terrorist plot to destroy the United States.  And so, with his marriage and the county's future at stake, it's up to Zorro to save two unions before it's too late.",75000000.0,"['Amblin Entertainment', 'Columbia Pictures']",142400065.0,129.0,The original caped crusader is back!
4518,4517,640265,The Sky Is Everywhere,2022-02-11,"['Drama', 'Romance', 'Music']",English,5.8,58.0,19.665,"Lennie is a teen musical prodigy grieving the death of her sister when she finds herself caught between a new guy at school and her sister's devastated boyfriend. Through her vivid imagination and conflicted heart, Lennie navigates first love and first loss.",0.0,"['Di Novi Pictures', 'A24', 'Alice the Who']",0.0,103.0,Live fearlessly. Love endlessly.
4520,4519,12110,Dracula: Dead and Loving It,1995-12-22,"['Comedy', 'Horror', 'Fantasy']",English,6.0,840.0,19.663,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.",30000000.0,"['Castle Rock Entertainment', 'Enigma Pictures']",10772144.0,88.0,Got Blood?
4521,4520,1991,Death Proof,2007-05-22,"['Action', 'Thriller']",English,6.8,4576.0,19.662,"Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",25000000.0,"['Troublemaker Studios', 'The Weinstein Company', 'Dimension Films', 'Rodriguez International Pictures']",31126421.0,113.0,A crash course in revenge
4524,4523,244506,Camp X-Ray,2014-10-17,['Drama'],English,6.8,930.0,19.654,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",1000000.0,"['Young Gang', 'Gotham Group', 'Upload Films', 'GNK Productions', 'Rough House Pictures']",59744.0,117.0,Connection takes courage
4525,4524,390734,Kingsglaive: Final Fantasy XV,2016-07-09,"['Animation', 'Science Fiction', 'Action']",Japanese,6.8,613.0,19.648,"The magical kingdom of Lucis is home to the world’s last remaining Crystal, and the menacing empire of Niflheim is determined to steal it. King Regis of Lucis commands an elite force of soldiers called the Kingsglaive. Wielding their king’s magic, they fight to protect Lucis. As the overwhelming military might of the empire bears down, King Regis is faced with an impossible ultimatum – to marry his son, Prince Noctis to Princess Lunafreya of Tenebrae, captive of Niflheim, and surrender his lands to Niflheim rule.  Although the king concedes, it becomes clear that the empire will stop at nothing to achieve their devious goals, with only the Kingsglaive standing between them and world domination.",0.0,"['Square Visual Works Co. Ltd.', 'Digic Pictures', 'Pixoloid Studios', 'SQUARE ENIX', 'Square USA', 'The Monk Studios', 'Toneplus Animation Studios']",269980.0,115.0,The Final Fantasy XV saga starts here.
4527,4526,9383,Hollow Man,2000-08-04,"['Action', 'Science Fiction', 'Thriller']",English,5.9,2241.0,19.646,"Cocky researcher Sebastian Caine is working on a project to make living creatures invisible. Determined to achieve the ultimate breakthrough, Caine pushes his team to move to the next phase — using himself as the subject. The test is a success, but when the process can't be reversed and Caine seems doomed to future without flesh, he starts to turn increasingly dangerous.",95000000.0,"['Columbia Pictures', 'Red Wagon Entertainment', 'Global Medien KG']",190213455.0,112.0,Think you’re alone? Think again.
4529,4528,708471,The Last Zombie,2021-12-02,['Horror'],Spanish,6.5,5.0,19.644,A genetics specialist is sent to stay in a coastal inn to find the origin of an infection that has started spreading slowly.,0.0,['Clase B Cine'],0.0,85.0,Soon we will all be...
4530,4529,839,Duel,1971-11-13,"['Action', 'Thriller', 'TV Movie']",English,7.4,1610.0,19.643,"Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",450000.0,['Universal Television'],0.0,90.0,The most bizarre murder weapon ever used!
4531,4530,9651,Supergirl,1984-07-01,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",English,5.4,512.0,19.642,"After losing a powerful orb, Kara, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",35000000.0,"['St. Michael Finance Limited', 'Artistry Limited', 'Investors In Industry PLC', 'Robert Fleming Leasing Limited', 'DC Comics']",14296438.0,124.0,Her first great adventure.
4532,4531,592279,Kalashnikov AK-47,2020-02-20,"['War', 'History', 'Drama']",Russian,7.5,229.0,19.64,"Tank commander Kalashnikov is severely injured in battle in 1941. The accident leaves him incapacitated and unable to return to the front line. While recovering in the hospital he begins creating the initial sketches of what will become one of the world’s most legendary weapons. A self-taught inventor, Mikhail Kalashnikov, is only 29 when he develops the now iconic assault riffle — the AK-47.",3500000.0,"['R.B. Productions', 'Etalon-Film']",1593464.0,105.0,The weapon that would change the world
4534,4533,11090,The Animal,2001-06-01,['Comedy'],English,5.1,1094.0,19.63,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.",22000000.0,"['Revolution Studios', 'Happy Madison Productions']",84772742.0,84.0,He wasn't much of a man... Now he's not much of an animal!
4535,4534,4244,The Kid,2000-07-07,"['Fantasy', 'Comedy', 'Family']",English,6.5,832.0,19.629,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",65000000.0,"['Walt Disney Pictures', 'Chester Films Inc.', 'Junction']",110317580.0,104.0,Nobody ever grows up quite like they imagined.
4536,4535,3635,Girl with a Pearl Earring,2003-12-12,"['Drama', 'Romance']",English,6.6,1232.0,19.623,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.",0.0,"['Archer Street Productions', 'Delux Productions', 'Pathé', 'Wild Bear Films']",31466789.0,101.0,Discover the mystery behind the legend.
4537,4536,9208,Broken Arrow,1996-02-09,"['Action', 'Thriller', 'Adventure']",English,6.0,1308.0,19.622,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",50000000.0,"['WCG Entertainment Productions', '20th Century Fox', 'The Mark Gordon Company']",150270147.0,108.0,Prepare to Go Ballistic.
4540,4539,607383,Aquaslash,2019-07-29,"['Horror', 'Comedy']",English,4.1,138.0,19.617,"To celebrate their graduation, the teenagers from Valley Hills High School have organized an ’80s-themed party at the old Wet Valley water park. Things turn gruesome when it's revealed that a mysterious maniac has inserted giant razor blades into one of the water slides. The water park thus becomes the backdrop for a bloodbath (literally), and everyone is a suspect...",0.0,"['Rockzeline', 'La Guérilla']",0.0,72.0,Blood is slicker than water
4541,4540,22586,The Swan Princess,1994-11-18,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']",English,6.6,877.0,19.617,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",20000000.0,['Rich Animation Studios'],9771658.0,89.0,An enchanting classic destined to capture your heart and free your spirit.
4543,4542,1687,Escape from the Planet of the Apes,1971-05-20,"['Action', 'Science Fiction']",English,6.3,877.0,19.611,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a spacecraft. Intrigued by their intelligence, humans use them for research - until the apes attempt to escape.",2500000.0,"['APJAC Productions', '20th Century Fox']",12348905.0,98.0,Meet baby Milo who has Washington terrified.
